"","d20071228","d20080131","d20080229","d20080331","d20080430","d20080530","d20080630","d20080731","d20080829","d20080926","d20081031","d20081128","d20081231","d20090123","d20090227","d20090331","d20090430","d20090527","d20090630","d20090731","d20090831","d20090930","d20091030","d20091130","d20091231","d20100129","d20100226","d20100331","d20100430","d20100531","d20100630","d20100730","d20100831","d20100930","d20101029","d20101130","d20101231","d20110131","d20110228","d20110331","d20110429","d20110531","d20110630","d20110729","d20110831","d20110930","d20111031","d20111130","d20111230","d20120131","d20120229","d20120330","d20120427","d20120531","d20120629","d20120731","d20120831","d20120928","d20121031","d20121130","d20121231","d20130131","d20130228","d20130329","d20130426","d20130531","d20130628","d20130731","d20130830","d20130930","d20131031","d20131129","d20131231","d20140130","d20140228","d20140331","d20140430","d20140530","d20140630","d20140731","d20140829","d20140930","d20141031","d20141128","d20141231","d20150130","d20150227","d20150331","d20150430","d20150529","d20150630","d20150731","d20150831","d20150930","d20151030","d20151130","d20151231","d20160129","d20160229","d20160331","d20160429","d20160531","d20160630","d20160729","d20160831","d20160930","d20161031","d20161130","d20161230","d20170126","d20170228","d20170331","d20170428","d20170531","d20170630","d20170731","d20170831","d20170929","d20171031","d20171130","d20171229","d20180131"
"601968.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601969.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"601985.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1667,1.1667,1.2222,1.3,1.3,1.3,1.3,1.3,1.25,2,2,2,2,2,1.8333,1.8333,2,2,2,2,2,2,1.75,1.75,1.75,1.75,1.6,1.6,1.6,1.6,1.6667,1.6
"601988.SH",2.0556,2.1111,2.0833,2.3,2.3571,2.3571,2.3333,2.2857,2.3571,2.5333,2.6429,2.6429,2.6429,2.6154,2.6154,2.65,2.6316,2.6316,2.6111,2.6316,2.5,2.3333,2.4706,2.4444,2.4444,2.5385,2.5385,2.4286,2.4286,2.4286,2.4483,2.3571,2.3871,2.36,2.3462,2.3462,2.3462,2.3,2.3333,2.1667,2.2174,2.2174,2.2174,2.2174,2.3043,2.3125,2.3684,2.3889,2.3889,2.3684,2.4118,2.3684,2.3158,2.3158,2.3158,2.3158,2.3684,2.3684,2.4706,2.5,2.5,2.5,2.5714,2.5294,2.375,2.375,2.3333,2.3125,2.25,2.25,2.2,2.2,2.2,2.2,2.25,2.25,2.2353,2.2353,2.2353,2.2353,2.0909,2.0909,1.9286,1.9286,1.7857,1.6875,1.5714,1.8462,1.9333,1.9333,1.9333,2,2.125,2.125,2.25,2.2222,2.375,2.375,2.375,2.375,2.4545,2.5,2.5,2.5,2.3846,2.2857,2.1538,2.1538,2.1538,2.1538,2.1538,2.1538,1.8889,1.8889,1.8889,1.9,1.9167,1.8571,1.75,1.75,1.75,1.7273
"601989.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,1.8,1.7143,1.7143,1.5714,1.7778,1.6667,1.7,1.7,1.7,1.5833,1.5833,1.5833,1.5556,1.5556,1.4444,1.5833,1.6154,1.6429,1.5714,1.6,1.6,1.6154,1.7143,1.7143,1.7143,1.7778,1.75,1.625,1.625,1.4,1.4,1.4,1.7143,1.7143,1.7143,1.7143,1.5556,1.5556,1.2,1.3333,1.3333,1.4286,1.2308,1.2667,1.3125,1.3529,1.3125,1.3125,1.2727,1.2727,1.2727,1.2222,1.2222,1.2222,1.2,1.2,1.1667,1.3333,1.3333,1.4,1.4,1.4444,1.5,1.6667,1.75,1.7143,1.7143,1.7143,1.8333,1.3333,1.5,NA,NA,3,3,3,3,2.5,2.5,2.5,2,1.8,1.8333,1.8,1.8,1.75,1.75,1.75,1.75,1.8333,1.8333,2,1.75,1.8,1.6667
"601991.SH",3,3,3,3,3.1111,3.2,3.1818,3.4286,3.3529,3.3333,3.4375,3.3125,3.3125,3.3125,3.25,3.0833,3,3,3,3,2.8235,2.8,2.7692,2.8333,2.75,2.75,2.5714,2.7143,2.8,2.8,2.8,2.8,2.8571,2.7778,2.8333,2.8333,2.7143,2.7143,3,3.2,3.2,3,3,3,2.8571,2.6,2.5714,2.5714,2.5,2.2857,2.5,2.25,2.2857,2.25,2.25,2.25,2.25,2.2857,2.2857,2.3333,2.3333,2.3333,2.5,2.125,2.125,1.875,1.875,2.125,2.1111,2.1429,1.8889,1.8889,1.8889,1.8333,1.8333,1.8333,2,2,2.3333,2.25,2.25,2.4,2.25,2.1667,2.5,2.6,2.6,2.875,2.875,2.875,2.875,2.875,2.375,2,2,2,2,2.125,2.125,2.2,2.25,2.75,2.75,2.75,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2,2.2,2.2,1.6,1.6,1.875,1.875,1.875,1.875,1.8889,1.8889
"601992.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.3333,1.5,1.25,1.25,1.4286,1.5,1.6667,1.6667,1.6667,1.6667,2,1.625,1.625,1.7143,1.7143,1.5714,1.625,1.625,1.6667,1.6667,1.6667,1.5,1.5,1.6667,1.6,1.7143,1.5,1.5,1.5556,1.6,1.4444,1.2727,1.3333,1.3,1.3,1.1818,1.1667,1.1667,1.1818,1.1818,1.3571,1.5385,1.7143,1.6,1.5294,1.6316,1.7059,1.6667,1.8333,1.8824,1.8947,1.8125,1.875,1.6667,1.7778,1.7778,1.875,1.9,1.8571,1.5833,1.7692,1.7692,1.7692,1.5,1.5385,1.7,1.8571,1.8571,1.8571,1.8571,1.8571,1.75,1.4286,1.4286,1.4286,1.4286,1.4286,1.4286,1.4286,1.4286,1.4286,1.4286
"601996.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6667,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.3333,1.3333,1.5,1.5,1.5
"601997.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.25,2.2,2.3333,2,1.9,1.875,1.625,1.7857,1.7857,1.7333,1.7333,1.8,1.8125,1.9167,1.9167,1.9167,1.9091
"601998.SH",3.3636,3.3333,3.3,3.1667,2.7143,2.875,2.6667,2.4444,2.6429,2.5625,2.5882,2.625,2.6471,2.7647,2.7647,2.8571,2.9167,2.9091,2.9167,3,2.7333,2.4375,2.2727,2.1739,2.2,2.24,2.24,2.2857,2.3684,2.35,2.3889,2.3889,2.3913,2.3913,2.2632,2.3684,2.3684,2.4211,2.3846,2.3077,2.2,2.1538,2.1333,2.1333,2.2273,2.2273,2.2083,2.1739,2.1905,2.1429,2.0556,2.0556,2.1429,2.1429,2.1429,2.1364,2.2,2.0833,2.2632,2.2941,2.2941,2.3125,2.2308,2.2941,2.3333,2.2,2.2,2.2,2.1765,2.1765,2.0556,2.1176,2.1176,2.1176,2.1429,2,2,2,2,2,2,2.1667,2.5833,2.5833,2.5833,2.5833,2.5833,2.5,2.5,2.3571,2.3571,2.3571,2.3077,2.3077,1.9091,1.8182,1.8182,1.8182,1.8182,1.8824,1.8125,1.75,1.75,1.9444,1.95,1.95,2.0625,2.0625,2.0625,1.8667,1.625,1.6667,1.85,1.85,1.85,1.85,1.75,1.75,1.7143,1.7143,1.7143,1.6429
"601999.SH",3.3333,3.3333,3.3333,3.3333,3.1429,3.1429,3,3,3,3,2.3333,2.5,2.5,2.6,2.6,2.5,2.7143,2.6667,2.4545,2.4545,2.3077,2.3077,2.4286,2.3571,2.3333,2.3333,2.2727,2.4,2.2727,2.4444,2.4,2.4,2.4545,2.4167,2.4167,2.375,2.375,2.375,2.375,2.375,2.3333,2.3333,2.3333,2.3333,2.5,2.5,2.6667,2.6667,2.6667,2.6667,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6667,1.75,1.75,1.75,1.75,1.75,1.75,NA,NA
"603000.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2.5,2.5,2.4615,2.4167,2.3636,2.1667,2.125,1.8,1.8667,1.5833,1.6429,1.6,1.7059,1.7368,1.7143,1.7143,1.6,1.5714,1.6154,1.5455,1.6667,1.6667,1.8,1.8,1.6923,1.7143,1.7273,1.75,1.75,1.75,1.7778,2,2.125,2.1429,2.1429,2.1429,2.2857,2.3333,2.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,NA,NA,NA,NA
"603001.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.8,1.5556,1.4375,1.375,1.5,1.5238,1.5263,1.5263,1.6,1.6,1.7059,1.7,1.7,1.8,2.0667,2.0667,2.125,2.125,2.125,2.125,2.2727,2.1818,2.2,2.1111,2.1111,2.1111,2.0769,2.0769,1.9231,1.7692,1.7143,1.6667,1.625,1.625,1.3636,1.3636,1.3,1.4545,1.5385,1.5385,1.4667,1.4706,1.4706,1.4,1.4,1.3571,1.4286,1.375,1.375,1.375,1.7273,1.7273,1.7,1.7,1.5833,1.5385,1.5385,1.5385,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
"603002.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1.5,1.5
"603003.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,2,2,2,2,2.5,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"603005.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1.75,1.75,1.75,2,1.8333,1.7778,1.75,1.75,1.7778,1.7,1.7273,1.7273,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.4,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1.3333,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1
"603006.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2,2,1.6667,1.6667,1.6667,1.5,1.5,1,1.3333,1.5,1.5,1.5,1.5,1.5,1.5,NA,NA,NA
"603007.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,NA,2,2,2,1.75,1.75,1.75
"603008.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1.8571,1.8571,1.8571,1.875,1.8333,1.6667,1.6667,1.7143,1.5833,1.5714,1.5333,1.5,1.4118,1.4118,1.375,1.3571,1.3636,1.4,1.4,1.4,1.4167,1.4615,1.5,1.4615,1.4615,1.4615,1.4615,1.5385,1.3333,1.3333,1.2,1.2,1.1667,1.1667,1.2727,1.25,1.25,1.25,1.2727,1.2308,1.2308,1.1818,1.1818,1.2222,1.1667,1.1667,1.2308,1.2308,1.2667,1.2667,1.3125,1.2667,1.2143,1.2667,1.3125,1.25,1.2353,1.2353,1.2941,1.2778,1.2778,1.2778
"603009.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2.1667,2.1667,2.1667,2.1667,2.1667,2.1667,2.1667,2,2,2,2,2,NA,NA,NA,NA
"603010.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1.6667,1.6667,1.6667,1.6667,1.6667,1.6667,1.6667,1.75,1.75,1.75,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603011.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1.3333,1.3333,1.3333,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2
"603012.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.3333,1.4,1.4167,1.4167,1.4615,1.4615,1.4615,1.625,1.625,1.6667,1.6667,1.6667,1.6667,1.8,1.8,2,2,2,2
"603015.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1.6667,1.6667,1.6667,1.6667,1.6667,1.6667,NA,NA,2,2,2,2,2,2,2,2,2,2
"603016.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.6,1.6,1.6,1.6
"603017.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1.5,1.5,1.6667,1.6667,1.6667,1.5,1.6,1.4286,1.375,1.375,1.375,1.5556,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.2857,1.2857,1.2857,1.2,1.2,1.2,1.3333,1.3333,1.3333,1.25
"603018.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3333,1.3333,1.3333,1.25,1.2,1.2,1,1,1.25,1.25,1.25,1.3333,1.3333,1.3333,1,1,1,1,1,1,1.1667,1.1667,1.1667,1.1667,1.1538,1.2308,1.1538,1.2143,1.25,1.25,1.2857,1.2,1.1875,1.1875
"603019.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1.8,1.6667,1.6667,1.6667,1.5,1.2857,1.2857,1.1667,1.1429,1.5,1.4286,1.4286,1.3846,1.3571,1.375,1.4118,1.5,1.5263,1.5,1.5,1.5,1.6923,1.6667,1.6667,1.6667,1.6667,1.5833,1.6154,1.6667,1.6667,1.6667,1.625
"603020.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.6667,1.75,1.6,1.5,1.5714,1.625,1.625,1.5556,1.5,1.5,1.5,1.5556,1.5556,1.7143,1.7143,1.7143,1.8333,1.8333,1.8333,1.8333,2.5,2.5
"603021.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3333,1.5,1.5,1.5,1.5,1.5,2,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA
"603022.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603023.SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.25,1.25,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
